data_source,ID,food_name,food_img,recipe_link,serving,category_high_level,category_mid_level,category_low_level,created_date,views,likes,reviews,comments,재료1,재료2,재료3,재료4,재료5,재료6,재료7,재료8,재료9,재료10,재료1_정량,재료2_정량,재료3_정량,재료4_정량,재료5_정량,재료6_정량,재료7_정량,재료8_정량,재료9_정량,재료10_정량,rating
youtube,2000162,얼큰하고 매콤하게~ 밥도둑 두부조림! Hot and spicy dubujorim!,https://i.ytimg.com/vi/Eino3yP-Wk0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLByYhqhMoTTR0LEITIhpJxEvGagOA,https://www.youtube.com/watch?v=Eino3yP-Wk0&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=163&pp=iAQB,,,,,2020-06-29,4452826,45415,0,998,두부,새우젓,굵은 고춧가루,진간장,황설탕,정수 물,간 마늘,대파,청양고추,,1모,1큰술,2큰술,2큰술,1/3큰술,1컵,1/2큰술,1컵,1개,,0.3361570934177348
website,5000002,햄버거 미니버거 모닝빵 햄버거 만들기 수제버거 패티 함박스테이크 만들기 대파크림치즈 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2023/08/11/590bbdd2e334491c784b6a56017901ac1.jpg,https://www.10000recipe.com/recipe/7007908,3인분,,,,2023-08-11,198,0,0,0,크림치즈, 다진대파, 꿀, 바질, 레몬즙,,,,,,2큰술, 2큰술, 1큰술, 0.5작은술, 1큰술,,,,,,0.3352713178294574
youtube,2000146,진짜 가지가지 합니다.,https://i.ytimg.com/vi/kpeQCq4mIXs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDypGt8u1TTlzrpdpeVu0HGyYxcaQ,https://www.youtube.com/watch?v=kpeQCq4mIXs&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=147&pp=iAQB,,,,,2020-07-31,4360543,58692,0,1765,,,,,,,,,,,,,,,,,,,,,0.3301038800092934
youtube,2000163,비빔국수 만들다가 신메뉴가 탄생했습니다 '○○비빔국수' !! The Season for Bibim Guksu! Check Out This New Kind of Guksu.,https://i.ytimg.com/vi/iWWQBoS3SL4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCiwektU_M1iBWy_2qcUUiVFE0GnQ,https://www.youtube.com/watch?v=iWWQBoS3SL4&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=164&pp=iAQB,,,,,2020-06-27,4333250,43398,0,1427,소면,깨소금,고추장 약,양조식초 약,황설탕,진간장,,,,,200g,6큰술,1/3컵,4큰술,3큰술,1큰술,,,,,0.3267828484833621
youtube,2000296,뼛속까지 시원한 '초간단 냉라면' ㅣ 백종원의 쿠킹로그,https://i.ytimg.com/vi/ny9XkQbN6sI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB2n7zX1mOezW2ql1scaUALMjLt8w,https://www.youtube.com/watch?v=ny9XkQbN6sI&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=297&pp=iAQB,,,,,2019-08-13,4262899,57075,0,0,라면,양파,콩나물,진간장,황설탕,식초,정수물,청양고추,,,1개,1/6개,2컵,2큰술,2큰술,2큰술,1컵,1개,,,0.3222876766094392
youtube,2000318,대용량 레시피 두 번째는 샐러드?사라다? 하던 대로 감자사라다 100인분 갈게유! l 백종원의 대용량 레시피,https://i.ytimg.com/vi/QPjfwubAvso/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3EAaZD52oCOFiyLr35lV8lrqZVg,https://www.youtube.com/watch?v=QPjfwubAvso&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=319&pp=iAQB,,,,,2019-06-12,4234997,59519,0,6322,오이,양파,당근 1.,셀러리,마요네즈 3.,황설탕,꽃소금,,,,2kg,2kg,5kg,500g,4kg,480g,68g,,,,0.3208071580472907
youtube,2000136,내 밥 어디갔어! 밥도둑 달걀장조림,https://i.ytimg.com/vi/3p4xH_IZhH4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDobbu4byT6q3jf4sRxB82bnCFr4g,https://www.youtube.com/watch?v=3p4xH_IZhH4&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=137&pp=iAQB,,,,,2020-08-21,4111974,45444,0,1107,삶은달걀,마늘,꽈리고추 약,청양고추,물 약5와,진간장 1과,황설탕 약,물엿 약,,,20개,20개,16개,4개,1/2컵,1/2컵,2/3컵,1/4컵,,,0.3097966522919063
youtube,2000167,"밖에서 사먹는 순두부찌개 맛을 집에서!! Sundubu Jjigae!, No Need to Make a Sauce Separately!",https://i.ytimg.com/vi/nj-DjQFEZb0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBWQqBOIpUEysoTKD2bt5wuoE-EFg,https://www.youtube.com/watch?v=nj-DjQFEZb0&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=168&pp=iAQB,,,,,2020-06-19,4032787,38168,0,1009,순두부,간 돼지고기,양파 약,대파 약,청양고추,쪽파,물,바지락,간마늘,황설탕,1팩,2/5컵,1/6개,1/2컵,2개,2큰술,2컵,10개,1큰술,1/3큰술,0.3030995804243199
youtube,2000300,집에서 즐기는 강식당2 니가 비비바락 국수 양념장 초간단 Ver. ㅣ 백종원의 쿠킹로그,https://i.ytimg.com/vi/5wMxMwv1-Xs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCifmJWbw940E-sktLbWU3ZQT74Cw,https://www.youtube.com/watch?v=5wMxMwv1-Xs&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=301&pp=iAQB,,,,,2019-07-31,4013702,50794,0,2062,,돼지고기,물,양파,대파,맛술,황설탕,물엿,진간장,간 마늘,2인분,40g,20g,30g,60g,20g,20g,40g,40g,10g,0.3026813277410541
youtube,2000125,추석 소갈비찜은 행복이에요,https://i.ytimg.com/vi/v32NjYn5pSc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDfc7-9_a11rQNJa58uDMcISK5sjg,https://www.youtube.com/watch?v=v32NjYn5pSc&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=126&pp=iAQB,,,,,2020-09-29,3991632,46844,0,1418,소갈비,무,새송이버섯,표고버섯,청양고추,꽈리고추,홍고추,,,,2kg,100g,1개,6개,3개,5개,2개,,,,0.3006183810990637
youtube,2000192,"깍두기 담그는 법, 어렵지 않아요.",https://i.ytimg.com/vi/sRQxVQ5-NNA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADw0YLcDwTUYz_yKe84Qt37VbqeQ,https://www.youtube.com/watch?v=sRQxVQ5-NNA&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=193&pp=iAQB,,,,,2020-04-23,3971404,51448,0,1291,무 4.,꽃소금,설탕,밀가루,물,대파,,,,,5kg,2/3컵,2/3컵,3큰술,2컵,2컵,,,,,0.2993997540154308
youtube,2000193,소시지케찹볶음.. 이건 퍼펙트예요,https://i.ytimg.com/vi/iNh_bXmYfgw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBCLPIxVVqQcZ6wqTmrCA5QA2X8IQ,https://www.youtube.com/watch?v=iNh_bXmYfgw&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=194&pp=iAQB,,,,,2020-04-21,3971027,39531,0,1613,진간장,황설탕,케찹,식초,간생강,비엔나소시지,식용유,마늘,,,2큰술,2큰술,4큰술,1큰술,1/3큰술,250g,3큰술,10개,,,0.2984735014952572
youtube,2000294,고추기름이 포인트! '순두부찌개'로 오늘 저녁 어떠세요?! ㅣ 백종원의 백종원 레시피,https://i.ytimg.com/vi/GP8_7D5eM6A/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB0jYWtQZ5RivYbrm4QHYM_7lybvA,https://www.youtube.com/watch?v=GP8_7D5eM6A&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=295&pp=iAQB,,,,,2019-08-16,3947770,49042,0,2042,다진 양파,대파,다진 마늘,국간장,굵은 고춧가루,고운 고춧가루,간 돼지고기,식용유,참기름,꽃소금,1/2컵,1/3컵,1큰술,1큰술,1큰술,1/2 큰술,30g,2큰술,1큰술,1/2작은술,0.2974431886978005
youtube,2000281,'크리스피'하게 구워내고 '특급소스'와 함께 하는 '치킨 스테이크'. 사랑하는 가족과 함께하세요. ㅣ 백종원의 쿠킹로그,https://i.ytimg.com/vi/OgMi1KTPzJY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCl8Nl09M5T87EQ19sPwP21uJNOPw,https://www.youtube.com/watch?v=OgMi1KTPzJY&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=282&pp=iAQB,,,,,2019-09-17,3933136,39747,0,0,닭 다리살,소금,후추,마늘,감자,양파,버터 1.,,,,400g,2g,2g,11개,1개,1개,5큰술,,,,0.2954338582432876
youtube,2000313,만능양파볶음 활용 첫 번째: 양파게티 ㅣ 백종원의 쿠킹로그,https://i.ytimg.com/vi/GlQZFTUeRoI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDX3bpqauPjL1iXY5qalWKwBOScxw,https://www.youtube.com/watch?v=GlQZFTUeRoI&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=314&pp=iAQB,,,,,2019-06-27,3915025,46243,0,0,만능양파 45g /,짜장라면,물 600ml / 종이컵,고추장 5g /,,,,,,,1블럭,1개,3컵,1작은술,,,,,,,0.2945352261833298
youtube,2000234,참~쉬운 찜닭! 집에서 이건 꼭 한번 해보세요. ㅣ 백종원의 백종원레시피,https://i.ytimg.com/vi/kfGi3rTct8c/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDWr9DbjTNWbn8kq3t0CemfTcEsuw,https://www.youtube.com/watch?v=kfGi3rTct8c&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=235&pp=iAQB,,,,,2020-01-29,3863307,40195,0,1436,진간장,맛술,황설탕,물,간생강,간마늘,대파,참기름,,,2/3컵,1/2컵,1/2컵,1컵,1/3큰술,2큰술,1컵,3큰술,,,0.2901770734551826
youtube,2000237,올 한해도 떡만둣국 드시고 대박 나세요!! ㅣ 백종원의 쿠킹로그,https://i.ytimg.com/vi/At-u3lwsFtk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCvsd56qX0pU6pMpg-jA025HBnejw,https://www.youtube.com/watch?v=At-u3lwsFtk&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=238&pp=iAQB,,,,,2020-01-23,3819859,34017,0,1027,참기름,식용유,떡국 떡,만두,소 양지,대파,물,꽃소금,간 마늘,,2큰술,1큰술,4컵,8개,1컵,1컵,11컵,1큰술,1큰술,,0.2863059537720148
youtube,2000168,식당에서 나오는 바로 그 '콘치즈'! Corn Cheese! A Dish of Peculiar Charm,https://i.ytimg.com/vi/zS_o6psOt9g/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApEbZue8B6LjosRMwt8s6VCIAg_A,https://www.youtube.com/watch?v=zS_o6psOt9g&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=169&pp=iAQB,,,,,2020-06-18,3774982,48105,0,1724,옥수수통조림,양파,황설탕,마요네즈,모짜렐라치즈,스틱버터,옥수수통조림,,,,1캔,1/10개,1큰술,4큰술,1컵,1큰술,1캔,,,,0.2839777888173654
youtube,2000241,중화제육면 1인분 만들기 ㅣ 백종원의 쿠킹로그,https://i.ytimg.com/vi/fEYJSPSGaLI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-9PhNZENToTOPptRlfgXZ-ks1Og,https://www.youtube.com/watch?v=fEYJSPSGaLI&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=242&pp=iAQB,,,,,2020-01-16,3666726,35595,0,1870,식용유,대파,간마늘,진간장,황설탕 1과,굵은고춧가루,고운고춧가루,된장,,,5큰술,1/2컵,1큰술,1큰술,1/2큰술,1큰술,1큰술,1큰술,,,0.2746456322033212
youtube,2000179,[ENG] 고구마빠스! 손에 묻지 않는 고구마맛탕!,https://i.ytimg.com/vi/aXJgN_JjYDg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB7NVDchSa2Fs4GJhM2et1rTCR0DQ,https://www.youtube.com/watch?v=aXJgN_JjYDg&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=180&pp=iAQB,,,,,2020-05-21,3554304,44416,0,1281,고구마,식용유,설탕,,,,,,,,2개,1/4컵,1/3컵,,,,,,,,0.2665846357050849
youtube,2000284,'갈비찜' 의외로 무지하게 쉽습니다. 이번 추석엔 푸짐한 소갈비찜 요리로 점수 따세요! ㅣ 백종원의 백종원 레시피,https://i.ytimg.com/vi/PjMWHZ3ubsQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBCD2CnvCMlCg6owbJVxyuZFgIeCg,https://www.youtube.com/watch?v=PjMWHZ3ubsQ&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=285&pp=iAQB,,,,,2019-09-09,3530409,44349,0,1492,진간장 1과,황설탕,맛술,물 1과,간 마늘,간 생강,대파,참기름,후추,,1/3컵,2/3컵,2/3컵,1/3컵,1/4컵,2/3큰술,2/3컵,4큰술,1g,,0.2647470627342662
youtube,2000175,[Sub] 집에서 만든 새우감바스?? '감바스 알 아히요',https://i.ytimg.com/vi/jBdQ65yHB_U/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDmmzIJMnwNKZp-69hW_jyeO3P8Cg,https://www.youtube.com/watch?v=jBdQ65yHB_U&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=176&pp=iAQB,,,,,2020-06-04,3515001,36693,0,1549,통마늘,양송이버섯,방울토마토,베트남 고추,올리브유,맛소금 약,,,,,15개,4개,6개,5개,1컵,1/5큰술,,,,,0.2629670517309557
youtube,2000316,빡세게 팍팍 무쳤쥬!? 백종원의 대용량 레시피 3탄: 콩나물무침 100인분! ㅣ 백종원의 대용량 레시피,https://i.ytimg.com/vi/0q0btGvIrWY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBCddOCvWsMJ7eU_LmYT4ZL-bTE-w,https://www.youtube.com/watch?v=0q0btGvIrWY&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=317&pp=iAQB,,,,,2019-06-20,3499114,42216,0,2623,콩나물 2박스,대파,당근,다진마늘,참기름,꽃소금,통깨,,,,8kg,600g,400g,240g,200ml,70g,60g,,,,0.2622483008194611
youtube,2000104,이탈리아 정통 말고 한국 스타일! K-알리오올리오,,https://www.youtube.com/watch?v=ohihzV6Z85k&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=105&pp=iAQB,,,,,2021-01-06,3475733,35815,0,0,정수물 약,파스타면,꽃소금,면수 약,올리브유 약,간 마늘,통마늘 약,,,,6컵,100g,1/3큰술,1/3컵,1/3컵,2큰술,4개,,,,0.2597411831351791
youtube,2000137,'옥수수' 밖에서 사먹는 것처럼 삶는 방법!,https://i.ytimg.com/vi/VNw-hUTboNs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKbB9a5EluuCt3JuhuZYEeDGQ8qQ,https://www.youtube.com/watch?v=VNw-hUTboNs&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=138&pp=iAQB,,,,,2020-08-19,3437904,49049,0,1519,찰옥수수,물 약16과,꽃소금 1과,황설탕,뉴슈가,,,,,,6개,1/2컵,2/3큰술,3큰술,3큰술,,,,,,0.2579558337235916
youtube,2000305,맛있는 꼬막비빔밥 만들기 ㅣ 백종원의 쿠킹로그,,https://www.youtube.com/watch?v=cTayVZxM0nw&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=306&pp=iAQB,,,,,2019-07-17,3428841,40123,0,2362,1. 새꼬막,- 꼬막살,2. 통조림 꼬막,- 꼬막살,3. 통조림 골뱅이,- 골뱅이살,마늘,다진마늘,,,1kg,240g,1캔,120g,1캔,120g,15g,20g,,,0.2566292779508806
youtube,2000307,"다가오는 초복, 닭백숙 먹고 원기회복하세요! l 백종원의 백종원 레시피",https://i.ytimg.com/vi/7Ez066LV76U/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB88lPAipnLgtLocoasEo3As3RuHw,https://www.youtube.com/watch?v=7Ez066LV76U&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=308&pp=iAQB,,,,,2019-07-08,3418880,40130,0,1701,,,,,,,,,,,,,,,,,,,,,0.2558080141268209
youtube,2000121,양념 4개면 '소불고기' 끝!,https://i.ytimg.com/vi/nVzwOOJLt24/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC8ndiCiFT8WHp_sjxryNI9r6xpvA,https://www.youtube.com/watch?v=nVzwOOJLt24&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=122&pp=iAQB,,,,,2020-10-27,3403960,37622,0,1012,황설탕 2와,물엿,간 마늘,진간장,참기름,소고기 불고기용,양파,,,,1/2큰술,1큰술,1큰술,5큰술,3큰술,500g,3/5개,,,,0.2544063337970527
youtube,2000223,직접 반죽해서 만든 김치 수제비!,https://i.ytimg.com/vi/G2kylWhMw5s/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDfsZv41B8-K_QorA5r5u8tboqyJA,https://www.youtube.com/watch?v=G2kylWhMw5s&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=224&pp=iAQB,,,,,2020-02-26,3328051,35708,0,1183,밀가루,물,꽃소금,물 1.,멸치가루,간마늘,신김치,고춧가루,,,300g,180g,2g,5L,4큰술,1큰술,1/4포기,1큰술,,,0.2483985355430836
youtube,2000088,🔥부대찌개🔥 육수 없이도 진한 맛 내는 방법! (+T.M.T 주의),https://i.ytimg.com/vi/8uwmFQH614M/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBc05goZ-_wa9Lf1a5SBJWsEOZ-Ug,https://www.youtube.com/watch?v=8uwmFQH614M&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=89&pp=iAQB,,,,,2021-03-23,3328305,32477,0,2631,물,통조림햄,대파 1과,소시지,양파,신김치 약,베이크드빈스 1과,체다슬라이스치즈,,,3컵,1캔,1/2대,2개,1/4개,1/3컵,1/2큰술,1장,,,0.2482802395103952
youtube,2000235,고기짬뽕라면 1인분 만들기 (feat.맛남의광장) ㅣ 백종원의 쿠킹로그,https://i.ytimg.com/vi/2sUjx8PE_vg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2kl8SwMSbj9oArpsmz9SjHyrfHw,https://www.youtube.com/watch?v=2sUjx8PE_vg&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=236&pp=iAQB,,,,,2020-01-28,3257138,27826,0,1302,대파,양파,양배추,당근,애호박,라면,달걀,고운고춧가루,굵은고춧가루,,2/3컵,1/2컵,1/2컵,1/3컵,1/2컵,1개,1개,1큰술,1큰술,,0.2423115122155547
youtube,2000302,돼지고기 듬뿍! 불맛 짬뽕라면 ㅣ 백종원의 백종원 레시피,,https://www.youtube.com/watch?v=YISYMu2Txp4&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=303&pp=iAQB,,,,,2019-07-24,3232412,42718,0,0,라면,대패삼겹살,양배추,대파,양파,식용유,굵은고춧가루,뜨거운물,진간장,,5봉지,300g,250g,150g,250g,50g,50g,2500ml,50g,,0.241449939540592
youtube,2000130,가성비 최고 콩나물불고기,https://i.ytimg.com/vi/iGhOobaQHso/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYW-jenNUes_E8GHFFWF8-Crfwrg,https://www.youtube.com/watch?v=iGhOobaQHso&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=131&pp=iAQB,,,,,2020-09-09,3186687,33229,0,1375,진간장,맛술,황설탕 2와,굵은 고춧가루 약,고추장 2와,간마늘 1과,통깨,대패삼겹살,,,4큰술,4큰술,1/3큰술,2큰술,4/5큰술,4/5큰술,1/2큰술,280g,,,0.2372845110880674
youtube,2000297,'말복'에는 얼큰한 '닭볶음탕'으로 원기회복하세요! ㅣ 백종원의 백종원 레시피,https://i.ytimg.com/vi/-EwR5eshbPE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzEaG6JScJGJYbeGsX9sBxP6d1_Q,https://www.youtube.com/watch?v=-EwR5eshbPE&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=298&pp=iAQB,,,,,2019-08-08,3156206,38233,0,2913,토막닭,황설탕,간 마늘,진간장,굵은 고춧가루,고운 고춧가루,감자,당근,양파,대파,1kg,70g,45g,190g,45g,30g,270g,160g,240g,160g,0.2354323928888997
youtube,2000282,"'잡채 초간단 버전', 그리고 '잡채밥' 입니다. 어제꺼 보다 훨씬 쉬워요! 그리고 명절 즐겁게 보내세요 ^^ ㅣ 백종원의 쿠킹로그",https://i.ytimg.com/vi/rrNfCVRFsvs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtFwuvFk7V6WS7FxKe6Ikl6eUa0A,https://www.youtube.com/watch?v=rrNfCVRFsvs&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=283&pp=iAQB,,,,,2019-09-11,3150319,34824,0,1070,당면,시금치,건 목이버섯,양파,대파,당근,진간장,황설탕,참기름,,250g,150g,1/2컵,2컵,2/3컵,2/3컵,4큰술,2큰술,4큰술,,0.2345705881092294
youtube,2000018,"식당에서 먹는 콩나물국 맛의 비밀, 이건 몰랐쥬?",https://i.ytimg.com/vi/SeUG8iRDE_g/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCda2QQAMTzDEbcT7b9huOMlfFfqQ,https://www.youtube.com/watch?v=SeUG8iRDE_g&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=19&pp=iAQB,,,,,2022-04-27,3130202,32008,0,619,콩나물,정수물 약,대파 약,간 마늘,꽃소금 약,국간장 1과,청양고추,,,,300g,11컵,1/2대,1큰술,1큰술,1/2큰술,1개,,,,0.2327614092809852
youtube,2000189,[ENG] 감자채전의 색다른 버전! '새둥지전'입니다.,https://i.ytimg.com/vi/4WEhZLQ37Fk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCSgCRGBpTTQPZ6GZELq19Ty-QWpA,https://www.youtube.com/watch?v=4WEhZLQ37Fk&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=190&pp=iAQB,,,,,2020-04-30,3086822,42487,0,1215,감자,소시지,달걀,식용유,꽃소금,,,,,,2개,1/4컵,3개,1/3컵,2/5큰술,,,,,,0.230262028420293
youtube,2000221,'시간대별 계란 삶기' (여러분의 취향은 몇 분?),https://i.ytimg.com/vi/nAfB4wPN0f4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBos4Nl_gyIzHOzNEZXsB2IpCr5nQ,https://www.youtube.com/watch?v=nAfB4wPN0f4&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=222&pp=iAQB,,,,,2020-02-28,3065151,33845,0,1679,,,,,,,,,,,,,,,,,,,,,0.2279526639469668
youtube,2000245,눈오는 쌀쌀한 날씨엔 어묵전골! 따듯한 국물에 ㅋ ㅑ~~ㅣ 백종원의 쿠킹로그,https://i.ytimg.com/vi/dKD_C-1XklE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfeYzH9hFkZpLVi1q166wdwGX5tg,https://www.youtube.com/watch?v=dKD_C-1XklE&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=246&pp=iAQB,,,,,2020-01-06,2964214,28274,0,976,물,무,양파,멸치가루,멸치다시다,다시마,가다랑어포,진간장,맛술,,2L,1/4개,1/2개,2큰술,1/3큰술,1/2컵,1컵,1/2컵,1/3컵,,0.219657938008082
youtube,2000128,육개장 만드는 데 20분이면 가능,https://i.ytimg.com/vi/jN_inaLf9Zo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGA0b-BkowGSDLA7jX7uS532WI0Q,https://www.youtube.com/watch?v=jN_inaLf9Zo&list=PLoABXt5mipg6mIdGKBuJlv5tmQFAQ3OYr&index=129&pp=iAQB,,,,,2020-09-17,2953603,37270,0,1262,달걀,불린 당면,대파 약 2와,느타리버섯,표고버섯,숙주,간 마늘,굵은 고춧가루,,,2개,2컵,1/3대,2컵,2컵,4컵,1과½큰술,3큰술,,,0.2195551156225733
